ncols	23
nrows	27
xllcorner	163261.828489
yllcorner	4708566.202879
cellsize	11507.846861
NODATA_value	-9999.000000
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.56	2.01	1.01	0.13	0.63	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	3.22	3.30	3.26	3.17	3.14	3.30	3.50	3.56	3.51	3.56	1.81	0.81	0.50	0.90	1.15	0.00	0.00	0.00	
3.83	3.30	3.03	2.68	2.95	3.45	4.04	3.83	3.26	3.02	2.88	3.26	3.34	2.93	2.36	1.85	1.31	1.12	1.50	1.89	0.00	0.00	0.00	
3.50	2.95	2.41	2.34	2.89	3.50	4.04	4.32	3.50	2.77	2.64	2.74	2.97	2.82	2.57	2.15	1.86	1.64	1.75	1.66	0.00	0.00	0.00	
2.95	2.41	2.07	2.07	2.95	3.56	3.83	4.00	3.42	3.14	2.68	2.56	2.14	1.96	2.06	1.60	1.58	1.38	1.46	1.28	0.00	0.00	0.00	
2.89	2.31	2.02	2.58	3.17	3.50	3.30	2.86	3.01	3.23	2.40	2.03	1.53	1.39	1.55	0.73	1.12	1.46	1.77	1.95	0.00	0.00	0.00	
3.42	3.16	3.21	3.55	3.44	3.14	2.34	1.74	1.91	2.53	2.50	1.98	1.51	0.91	0.63	0.51	1.41	2.29	2.83	2.83	0.00	0.00	0.00	
0.00	3.98	4.31	4.16	4.25	3.72	3.14	2.07	1.19	1.01	1.89	2.00	1.76	1.31	0.75	1.02	1.25	1.90	3.05	3.98	3.80	0.00	0.00	
0.00	3.73	4.00	4.03	3.82	2.58	2.86	2.07	1.19	0.36	0.67	0.97	1.25	1.25	0.83	1.25	1.25	1.93	3.60	4.86	4.42	0.00	0.00	
0.00	2.95	2.86	2.89	2.61	1.74	2.03	2.03	1.47	0.73	0.39	0.87	1.25	1.49	1.49	1.12	0.13	1.28	3.65	4.90	4.54	0.00	0.00	
0.00	2.31	2.30	2.06	1.78	1.24	1.47	1.47	1.24	1.01	0.70	1.25	1.93	2.27	2.01	0.52	1.78	2.15	3.64	4.86	4.62	0.00	0.00	
0.00	2.02	2.13	2.23	1.98	2.23	1.74	1.47	0.73	0.97	1.32	1.42	2.01	2.48	1.93	0.73	2.93	3.10	4.00	4.64	4.76	0.00	0.00	
0.00	1.51	1.87	2.23	2.61	2.67	2.40	1.78	0.73	1.07	1.45	1.25	2.21	2.76	1.90	1.33	2.58	2.71	3.38	4.07	4.25	0.00	0.00	
0.00	0.92	1.19	1.78	2.13	2.30	3.01	3.37	2.37	1.28	1.42	1.39	2.18	2.49	1.52	1.88	2.15	2.53	3.24	3.46	3.38	0.00	0.00	
0.00	0.76	0.45	0.65	1.19	1.19	2.86	4.24	4.24	2.37	0.70	1.62	2.03	2.06	1.75	2.46	2.63	3.25	3.46	3.25	2.45	0.00	0.00	
0.00	1.50	1.06	0.90	0.76	0.57	2.13	4.48	4.99	3.82	1.19	1.77	2.06	2.13	2.18	3.76	4.03	4.25	3.77	2.77	1.41	1.41	0.00	
0.00	1.52	1.41	1.68	1.52	0.76	1.47	3.21	4.36	4.36	4.00	2.01	2.51	2.90	2.89	4.53	4.85	4.83	4.47	3.53	2.29	0.87	0.00	
0.00	0.00	1.52	1.52	1.77	1.52	0.76	1.39	2.62	3.73	3.65	2.93	4.25	4.63	4.50	5.03	5.22	4.64	3.86	2.91	1.41	1.23	0.00	
0.00	0.00	1.28	1.28	1.28	1.52	1.07	1.95	3.02	3.79	3.93	4.38	5.90	5.88	5.15	5.02	5.04	4.04	3.06	1.67	0.67	2.38	0.00	
0.00	0.00	0.45	0.50	0.76	1.03	2.19	2.75	3.53	4.15	4.81	5.48	6.33	5.75	4.91	4.85	4.43	3.24	1.66	0.45	2.38	3.71	0.00	
0.00	0.00	1.63	1.63	1.55	1.57	2.58	2.97	3.75	4.45	4.96	5.52	5.81	5.31	5.01	4.25	3.29	1.66	0.67	2.51	3.39	3.88	0.00	
0.00	0.00	3.02	2.78	2.56	2.54	2.14	2.14	2.75	3.44	3.82	4.52	4.96	5.20	4.76	2.46	1.12	0.95	2.43	3.51	3.10	3.11	0.00	
0.00	0.00	2.95	2.95	2.78	2.56	1.47	1.19	1.26	1.55	1.96	2.82	3.19	3.64	3.25	0.98	1.63	2.43	3.04	2.63	1.98	2.86	0.00	
0.00	0.00	0.92	1.47	1.75	1.75	2.88	2.51	2.16	1.63	1.31	1.24	1.47	1.53	1.26	3.39	3.14	2.70	1.82	1.12	2.15	3.14	0.00	
0.00	0.00	2.74	2.63	2.51	2.88	5.18	4.88	4.30	3.75	3.47	2.97	2.78	3.01	3.15	3.39	2.10	0.97	0.24	1.35	1.35	2.74	3.34	
0.00	0.00	5.39	4.93	5.15	5.15	6.54	6.28	5.72	5.45	4.89	4.33	4.03	4.03	3.80	3.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	6.01	6.07	6.56	6.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
